,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Quantity
610,611,53.0,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27.0,Bank Transfer,,1
611,612,43.0,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19.0,Cash,Monthly,2
612,613,67.0,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33.0,Credit Card,,3
613,614,61.0,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46.0,Cash,Bi-Weekly,1
614,615,68.0,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,21.0,Credit Card,Bi-Weekly,4
615,616,67.0,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23.0,Venmo,Annually,3
616,617,29.0,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38.0,Credit Card,Every 3 Months,1
617,618,50.0,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2.0,Bank Transfer,Quarterly,3
618,619,61.0,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Express,Yes,Yes,21.0,Debit Card,Bi-Weekly,2
619,620,19.0,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,1.0,Debit Card,Every 3 Months,4
620,621,33.0,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10.0,Venmo,Every 3 Months,1
621,622,,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,45.0,Credit Card,,4
622,623,69.0,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4.0,Yes,Next Day Air,Yes,Yes,44.0,Bank Transfer,Fortnightly,1
623,624,19.0,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Standard,Yes,Yes,48.0,PayPal,Bi-Weekly,1
624,625,55.0,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21.0,PayPal,Annually,1
625,626,49.0,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4.0,Yes,Next Day Air,Yes,Yes,1.0,Venmo,Weekly,2
626,627,31.0,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,10.0,Venmo,Annually,1
627,628,42.0,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Express,Yes,Yes,24.0,PayPal,Monthly,1
628,629,69.0,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,29.0,Credit Card,Monthly,1
629,630,26.0,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11.0,Debit Card,Annually,2
630,631,41.0,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,33.0,Debit Card,Annually,3
631,632,55.0,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27.0,Cash,Fortnightly,2
632,633,35.0,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19.0,Venmo,Fortnightly,2
633,634,66.0,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,50.0,Debit Card,Quarterly,3
634,635,36.0,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,46.0,PayPal,Weekly,4
635,636,27.0,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28.0,Cash,Quarterly,2
636,637,41.0,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14.0,Bank Transfer,Every 3 Months,1
637,638,21.0,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46.0,Cash,Fortnightly,4
638,639,53.0,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41.0,PayPal,Monthly,3
639,640,54.0,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,50.0,Credit Card,Annually,2
640,641,53.0,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28.0,Debit Card,Fortnightly,3
641,642,47.0,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23.0,Credit Card,Every 3 Months,1
642,643,,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,,Yes,2-Day Shipping,Yes,Yes,,Debit Card,,2
643,644,18.0,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10.0,Bank Transfer,Every 3 Months,3
644,645,68.0,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37.0,Cash,,4
645,646,62.0,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15.0,Venmo,Bi-Weekly,4
646,647,51.0,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19.0,Venmo,Bi-Weekly,2
647,648,54.0,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23.0,Credit Card,Fortnightly,1
648,649,22.0,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35.0,Credit Card,Weekly,1
649,650,53.0,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33.0,PayPal,Every 3 Months,4
650,651,34.0,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12.0,Bank Transfer,,4
651,652,32.0,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,41.0,Venmo,Fortnightly,4
652,653,64.0,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27.0,Venmo,Weekly,3
653,654,20.0,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45.0,Cash,Fortnightly,3
654,655,24.0,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,23.0,Venmo,,2
655,656,,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,,Yes,,Yes,Yes,,Venmo,,4
656,657,42.0,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6.0,PayPal,Quarterly,1
657,658,,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,,Yes,,Yes,Yes,,PayPal,,3
658,659,62.0,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20.0,Venmo,Weekly,2
659,660,62.0,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8.0,Cash,Weekly,4
660,661,50.0,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,39.0,Credit Card,Quarterly,2
661,662,57.0,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39.0,Credit Card,Quarterly,4
662,663,24.0,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39.0,Venmo,Bi-Weekly,1
663,664,59.0,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23.0,Credit Card,Monthly,2
664,665,63.0,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41.0,PayPal,Bi-Weekly,2
665,666,41.0,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50.0,Credit Card,,3
666,667,35.0,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30.0,Debit Card,Quarterly,3
667,668,34.0,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32.0,Bank Transfer,Quarterly,1
668,669,49.0,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35.0,Bank Transfer,Monthly,3
669,670,43.0,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45.0,Venmo,Bi-Weekly,3
670,671,,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,,Yes,Next Day Air,Yes,Yes,,Cash,,2
671,672,38.0,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45.0,Cash,Weekly,4
672,673,59.0,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29.0,Cash,Quarterly,3
673,674,35.0,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27.0,Venmo,Bi-Weekly,2
674,675,48.0,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Annually,4
675,676,64.0,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9.0,Cash,Annually,4
676,677,,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,,Yes,,Yes,Yes,,Venmo,,4
677,678,60.0,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41.0,PayPal,Annually,2
678,679,27.0,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25.0,Debit Card,,2
679,680,56.0,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37.0,Venmo,,4
680,681,58.0,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3.0,PayPal,,4
681,682,30.0,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24.0,Credit Card,Every 3 Months,3
682,683,,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,,Yes,Standard,Yes,Yes,,Credit Card,,2
683,684,33.0,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3.0,Bank Transfer,Monthly,2
684,685,63.0,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,42.0,Debit Card,Monthly,1
685,686,70.0,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32.0,Cash,Fortnightly,3
686,687,70.0,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,33.0,Venmo,Fortnightly,3
687,688,19.0,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,46.0,Bank Transfer,Quarterly,1
688,689,25.0,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,44.0,Venmo,Monthly,4
689,690,19.0,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35.0,Credit Card,Every 3 Months,1
690,691,25.0,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45.0,Bank Transfer,Weekly,1
691,692,60.0,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37.0,PayPal,,4
692,693,35.0,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,40.0,Debit Card,Every 3 Months,2
693,694,,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,,Yes,Free Shipping,Yes,Yes,,Cash,,2
694,695,41.0,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38.0,Venmo,Every 3 Months,4
695,696,30.0,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15.0,Debit Card,Every 3 Months,1
696,697,44.0,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49.0,Cash,Monthly,1
697,698,61.0,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40.0,Debit Card,Quarterly,1
698,699,55.0,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40.0,Debit Card,Weekly,2
699,700,50.0,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5.0,PayPal,Weekly,1
700,701,57.0,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5.0,PayPal,,1
701,702,51.0,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5.0,Debit Card,Every 3 Months,3
702,703,18.0,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1.0,Cash,Weekly,2
703,704,63.0,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,Yes,21.0,Venmo,Weekly,2
704,705,34.0,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18.0,PayPal,Annually,1
705,706,,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,,Yes,,Yes,Yes,,Cash,,2
706,707,46.0,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27.0,Debit Card,Weekly,1
707,708,59.0,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21.0,Venmo,Annually,4
708,709,37.0,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19.0,Cash,Fortnightly,3
709,710,49.0,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23.0,Debit Card,Monthly,3
710,711,22.0,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26.0,PayPal,Fortnightly,1
711,712,64.0,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13.0,Bank Transfer,Bi-Weekly,1
712,713,,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36.0,Bank Transfer,,3
713,714,37.0,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39.0,Bank Transfer,Bi-Weekly,3
714,715,26.0,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40.0,Debit Card,Fortnightly,3
715,716,33.0,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37.0,Debit Card,Quarterly,3
716,717,30.0,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9.0,Venmo,Bi-Weekly,4
717,718,21.0,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7.0,Venmo,Every 3 Months,4
718,719,,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,,Yes,,Yes,Yes,,Bank Transfer,,2
719,720,63.0,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42.0,Venmo,Bi-Weekly,2
720,721,,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,,Yes,,Yes,Yes,,Debit Card,,3
721,722,,Male,Blouse,Clothing,57,California,L,Silver,Summer,,Yes,,Yes,Yes,,Debit Card,,3
722,723,27.0,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50.0,Cash,Bi-Weekly,1
723,724,35.0,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43.0,PayPal,Monthly,1
724,725,37.0,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36.0,Venmo,Every 3 Months,3
725,726,61.0,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33.0,Debit Card,Fortnightly,2
726,727,32.0,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20.0,Bank Transfer,Every 3 Months,1
727,728,62.0,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37.0,Venmo,,4
728,729,29.0,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12.0,PayPal,Every 3 Months,4
729,730,41.0,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46.0,PayPal,Every 3 Months,3
730,731,48.0,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28.0,Venmo,Fortnightly,3
731,732,43.0,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30.0,PayPal,Fortnightly,3
732,733,34.0,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28.0,Cash,Bi-Weekly,3
733,734,,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,,Yes,,Yes,Yes,,Debit Card,,4
734,735,65.0,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39.0,Bank Transfer,,1
735,736,61.0,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48.0,Cash,Bi-Weekly,3
736,737,,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32.0,Credit Card,,1
737,738,47.0,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28.0,PayPal,Annually,1
738,739,56.0,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27.0,Venmo,Quarterly,3
739,740,64.0,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26.0,Venmo,Bi-Weekly,2
740,741,26.0,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22.0,Credit Card,Fortnightly,2
741,742,22.0,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23.0,Bank Transfer,Every 3 Months,2
742,743,64.0,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21.0,Debit Card,Quarterly,2
743,744,21.0,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36.0,Cash,Weekly,1
744,745,,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,,Yes,,Yes,Yes,,Debit Card,,3
745,746,46.0,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4.0,Venmo,Monthly,4
746,747,,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,,Yes,,Yes,Yes,,Credit Card,,4
747,748,51.0,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13.0,Bank Transfer,Weekly,4
748,749,35.0,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8.0,Bank Transfer,Quarterly,4
749,750,56.0,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11.0,Debit Card,Quarterly,3
750,751,25.0,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5.0,Venmo,Annually,4
751,752,65.0,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1.0,Credit Card,Monthly,1
752,753,,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,,Yes,,Yes,Yes,,PayPal,,4
753,754,47.0,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27.0,Venmo,Quarterly,3
754,755,36.0,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3.0,Debit Card,Quarterly,3
755,756,,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,,Yes,,Yes,Yes,,PayPal,,1
756,757,62.0,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24.0,Cash,Fortnightly,1
757,758,41.0,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18.0,Debit Card,Quarterly,2
758,759,66.0,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39.0,Bank Transfer,Every 3 Months,4
759,760,51.0,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25.0,Credit Card,,3
760,761,33.0,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6.0,Cash,Annually,1
761,762,,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,,Yes,,Yes,Yes,,Bank Transfer,,1
762,763,45.0,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43.0,Debit Card,Fortnightly,4
763,764,61.0,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6.0,Credit Card,Monthly,3
764,765,,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6.0,Debit Card,,3
765,766,54.0,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13.0,Cash,Quarterly,3
766,767,57.0,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13.0,PayPal,Monthly,4
767,768,27.0,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11.0,Cash,Annually,1
768,769,64.0,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45.0,Venmo,Weekly,1
769,770,52.0,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8.0,PayPal,Monthly,1
770,771,19.0,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,8.0,Credit Card,Annually,3
771,772,22.0,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34.0,Bank Transfer,Fortnightly,3
772,773,18.0,Male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40.0,Debit Card,Bi-Weekly,3
773,774,29.0,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14.0,Debit Card,Bi-Weekly,2
774,775,42.0,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11.0,Credit Card,Quarterly,2
775,776,49.0,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8.0,PayPal,Monthly,1
776,777,,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8.0,Venmo,,3
777,778,55.0,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37.0,Venmo,Weekly,3
778,779,29.0,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23.0,Debit Card,Annually,2
779,780,60.0,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38.0,Cash,Annually,1
780,781,34.0,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38.0,Cash,Quarterly,3
781,782,30.0,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,Yes,12.0,Credit Card,,4
782,783,28.0,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15.0,Cash,Weekly,3
783,784,63.0,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38.0,PayPal,Fortnightly,3
784,785,31.0,Male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41.0,Bank Transfer,Every 3 Months,1
785,786,,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,,Yes,,Yes,Yes,,PayPal,,4
786,787,70.0,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16.0,Bank Transfer,Every 3 Months,3
787,788,,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,,Yes,,Yes,Yes,,Venmo,,4
788,789,50.0,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18.0,Bank Transfer,Quarterly,4
789,790,33.0,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4.0,Credit Card,Bi-Weekly,2
790,791,22.0,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12.0,Bank Transfer,,1
